IdEstablecimiento,Ano,Mes,Numerador,Denominador,MetaSanitaria,Dependencia Administrativa,Nivel de Atención
109303,2025.0,2.0,1.0,3.0,MSI,Municipal,Primario
109303,2025.0,3.0,3.0,5.0,MSI,Municipal,Primario
109303,2025.0,4.0,3.0,4.0,MSI,Municipal,Primario
109303,2025.0,5.0,2.0,5.0,MSI,Municipal,Primario
109303,2025.0,6.0,4.0,7.0,MSI,Municipal,Primario
109304,2024.0,10.0,,4.0,MSI,Municipal,Primario
109304,2024.0,11.0,,2.0,MSI,Municipal,Primario
109304,2024.0,12.0,,0.0,MSI,Municipal,Primario
109304,2025.0,1.0,4.0,1.0,MSI,Municipal,Primario
109304,2025.0,2.0,2.0,0.0,MSI,Municipal,Primario
109304,2025.0,3.0,0.0,4.0,MSI,Municipal,Primario
109304,2025.0,4.0,1.0,2.0,MSI,Municipal,Primario
109304,2025.0,5.0,,1.0,MSI,Municipal,Primario
109304,2025.0,6.0,3.0,2.0,MSI,Municipal,Primario
109305,2024.0,10.0,,2.0,MSI,Municipal,Primario
109305,2024.0,11.0,,3.0,MSI,Municipal,Primario
109305,2024.0,12.0,,4.0,MSI,Municipal,Primario
109305,2025.0,1.0,0.0,2.0,MSI,Municipal,Primario
109305,2025.0,2.0,1.0,1.0,MSI,Municipal,Primario
109305,2025.0,3.0,2.0,2.0,MSI,Municipal,Primario
109305,2025.0,4.0,2.0,2.0,MSI,Municipal,Primario
109305,2025.0,5.0,3.0,4.0,MSI,Municipal,Primario
109305,2025.0,6.0,1.0,1.0,MSI,Municipal,Primario
109307,2024.0,10.0,,2.0,MSI,Municipal,Primario
109307,2024.0,11.0,,1.0,MSI,Municipal,Primario
109307,2024.0,12.0,,0.0,MSI,Municipal,Primario
109307,2025.0,1.0,0.0,2.0,MSI,Municipal,Primario
109307,2025.0,2.0,4.0,3.0,MSI,Municipal,Primario
109307,2025.0,3.0,,3.0,MSI,Municipal,Primario
109307,2025.0,4.0,3.0,4.0,MSI,Municipal,Primario
109307,2025.0,5.0,1.0,0.0,MSI,Municipal,Primario
109307,2025.0,6.0,3.0,1.0,MSI,Municipal,Primario
109308,2024.0,11.0,,0.0,MSI,Municipal,Primario
109308,2025.0,1.0,,1.0,MSI,Municipal,Primario
109308,2025.0,4.0,1.0,2.0,MSI,Municipal,Primario
109308,2025.0,5.0,1.0,,MSI,Municipal,Primario
109308,2025.0,6.0,1.0,1.0,MSI,Municipal,Primario
109309,2024.0,10.0,,2.0,MSI,Municipal,Primario
109309,2024.0,11.0,,0.0,MSI,Municipal,Primario
109309,2024.0,12.0,,1.0,MSI,Municipal,Primario
109309,2025.0,1.0,,2.0,MSI,Municipal,Primario
109309,2025.0,2.0,,1.0,MSI,Municipal,Primario
109309,2025.0,3.0,,3.0,MSI,Municipal,Primario
109309,2025.0,4.0,4.0,3.0,MSI,Municipal,Primario
109309,2025.0,5.0,3.0,1.0,MSI,Municipal,Primario
109309,2025.0,6.0,2.0,1.0,MSI,Municipal,Primario
109310,2024.0,10.0,,5.0,MSI,Municipal,Primario
109310,2024.0,11.0,,3.0,MSI,Municipal,Primario
109310,2024.0,12.0,,3.0,MSI,Municipal,Primario
109310,2025.0,1.0,4.0,5.0,MSI,Municipal,Primario
109310,2025.0,2.0,0.0,4.0,MSI,Municipal,Primario
109310,2025.0,3.0,1.0,2.0,MSI,Municipal,Primario
109310,2025.0,4.0,3.0,3.0,MSI,Municipal,Primario
109310,2025.0,5.0,,1.0,MSI,Municipal,Primario
109310,2025.0,6.0,0.0,3.0,MSI,Municipal,Primario
109311,2024.0,10.0,,3.0,MSI,Municipal,Primario
109311,2024.0,11.0,,3.0,MSI,Municipal,Primario
109311,2024.0,12.0,,5.0,MSI,Municipal,Primario
109311,2025.0,1.0,1.0,5.0,MSI,Municipal,Primario
109311,2025.0,2.0,0.0,1.0,MSI,Municipal,Primario
109311,2025.0,3.0,2.0,0.0,MSI,Municipal,Primario
109311,2025.0,4.0,2.0,0.0,MSI,Municipal,Primario
109311,2025.0,5.0,,1.0,MSI,Municipal,Primario
109311,2025.0,6.0,,0.0,MSI,Municipal,Primario
109312,2024.0,10.0,,1.0,MSI,Municipal,Primario
109312,2024.0,12.0,,0.0,MSI,Municipal,Primario
109312,2025.0,1.0,,1.0,MSI,Municipal,Primario
109312,2025.0,2.0,0.0,0.0,MSI,Municipal,Primario
109312,2025.0,3.0,,1.0,MSI,Municipal,Primario
109312,2025.0,4.0,0.0,1.0,MSI,Municipal,Primario
109312,2025.0,5.0,,1.0,MSI,Municipal,Primario
109312,2025.0,6.0,1.0,,MSI,Municipal,Primario
109313,2024.0,11.0,,0.0,MSI,Municipal,Primario
109313,2024.0,12.0,,0.0,MSI,Municipal,Primario
109313,2025.0,1.0,,1.0,MSI,Municipal,Primario
109313,2025.0,3.0,,0.0,MSI,Municipal,Primario
109313,2025.0,4.0,1.0,0.0,MSI,Municipal,Primario
109313,2025.0,5.0,,0.0,MSI,Municipal,Primario
109313,2025.0,6.0,,1.0,MSI,Municipal,Primario
109314,2024.0,10.0,,0.0,MSI,Municipal,Primario
109314,2024.0,11.0,,2.0,MSI,Municipal,Primario
109314,2024.0,12.0,,1.0,MSI,Municipal,Primario
109314,2025.0,1.0,0.0,4.0,MSI,Municipal,Primario
109314,2025.0,2.0,1.0,1.0,MSI,Municipal,Primario
109314,2025.0,3.0,1.0,2.0,MSI,Municipal,Primario
109314,2025.0,4.0,1.0,5.0,MSI,Municipal,Primario
109314,2025.0,5.0,1.0,5.0,MSI,Municipal,Primario
109314,2025.0,6.0,0.0,2.0,MSI,Municipal,Primario
109315,2024.0,10.0,,1.0,MSI,Municipal,Primario
109315,2024.0,11.0,,4.0,MSI,Municipal,Primario
109315,2024.0,12.0,,1.0,MSI,Municipal,Primario
109315,2025.0,2.0,,4.0,MSI,Municipal,Primario
109315,2025.0,3.0,3.0,1.0,MSI,Municipal,Primario
109315,2025.0,4.0,1.0,0.0,MSI,Municipal,Primario
109315,2025.0,5.0,,1.0,MSI,Municipal,Primario
109315,2025.0,6.0,,5.0,MSI,Municipal,Primario
109316,2024.0,10.0,,2.0,MSI,Municipal,Primario
109316,2024.0,11.0,,3.0,MSI,Municipal,Primario
109316,2024.0,12.0,,6.0,MSI,Municipal,Primario
109316,2025.0,1.0,0.0,1.0,MSI,Municipal,Primario
109316,2025.0,2.0,0.0,6.0,MSI,Municipal,Primario
109316,2025.0,3.0,1.0,1.0,MSI,Municipal,Primario
109316,2025.0,4.0,3.0,0.0,MSI,Municipal,Primario
109316,2025.0,5.0,3.0,3.0,MSI,Municipal,Primario
109316,2025.0,6.0,2.0,0.0,MSI,Municipal,Primario
109317,2024.0,10.0,,3.0,MSI,Municipal,Primario
109317,2024.0,11.0,,4.0,MSI,Municipal,Primario
109317,2024.0,12.0,,1.0,MSI,Municipal,Primario
109317,2025.0,1.0,1.0,2.0,MSI,Municipal,Primario
109317,2025.0,2.0,1.0,3.0,MSI,Municipal,Primario
109317,2025.0,3.0,2.0,3.0,MSI,Municipal,Primario
109317,2025.0,4.0,4.0,0.0,MSI,Municipal,Primario
109317,2025.0,5.0,0.0,0.0,MSI,Municipal,Primario
109317,2025.0,6.0,2.0,3.0,MSI,Municipal,Primario
109320,2024.0,10.0,,1.0,MSI,Municipal,Primario
109320,2024.0,11.0,,0.0,MSI,Municipal,Primario
109320,2025.0,1.0,,1.0,MSI,Municipal,Primario
109320,2025.0,2.0,1.0,1.0,MSI,Municipal,Primario
109320,2025.0,4.0,1.0,1.0,MSI,Municipal,Primario
109320,2025.0,5.0,0.0,0.0,MSI,Municipal,Primario
109320,2025.0,6.0,,1.0,MSI,Municipal,Primario
109321,2024.0,10.0,,1.0,MSI,Municipal,Primario
109321,2024.0,11.0,,1.0,MSI,Municipal,Primario
109321,2024.0,12.0,,0.0,MSI,Municipal,Primario
109321,2025.0,1.0,1.0,1.0,MSI,Municipal,Primario
109321,2025.0,2.0,0.0,,MSI,Municipal,Primario
109321,2025.0,3.0,0.0,0.0,MSI,Municipal,Primario
109321,2025.0,4.0,,3.0,MSI,Municipal,Primario
109321,2025.0,5.0,0.0,1.0,MSI,Municipal,Primario
109321,2025.0,6.0,,1.0,MSI,Municipal,Primario
109323,2024.0,10.0,,2.0,MSI,Municipal,Primario
109323,2024.0,11.0,,0.0,MSI,Municipal,Primario
109323,2024.0,12.0,,4.0,MSI,Municipal,Primario
109323,2025.0,1.0,2.0,2.0,MSI,Municipal,Primario
109323,2025.0,2.0,0.0,2.0,MSI,Municipal,Primario
109323,2025.0,3.0,1.0,1.0,MSI,Municipal,Primario
109323,2025.0,4.0,1.0,1.0,MSI,Municipal,Primario
109323,2025.0,5.0,0.0,3.0,MSI,Municipal,Primario
109323,2025.0,6.0,,3.0,MSI,Municipal,Primario
109324,2024.0,10.0,,3.0,MSI,Municipal,Primario
109324,2024.0,11.0,,4.0,MSI,Municipal,Primario
109324,2024.0,12.0,,0.0,MSI,Municipal,Primario
109324,2025.0,1.0,2.0,2.0,MSI,Municipal,Primario
109324,2025.0,2.0,1.0,2.0,MSI,Municipal,Primario
109324,2025.0,3.0,2.0,0.0,MSI,Municipal,Primario
109324,2025.0,4.0,,0.0,MSI,Municipal,Primario
109324,2025.0,5.0,2.0,0.0,MSI,Municipal,Primario
109324,2025.0,6.0,,0.0,MSI,Municipal,Primario
109390,2024.0,10.0,,5.0,MSI,Otra Institución,Primario
109390,2024.0,11.0,,1.0,MSI,Otra Institución,Primario
109390,2024.0,12.0,,1.0,MSI,Otra Institución,Primario
109390,2025.0,1.0,1.0,2.0,MSI,Otra Institución,Primario
109390,2025.0,2.0,2.0,1.0,MSI,Otra Institución,Primario
109390,2025.0,3.0,3.0,2.0,MSI,Otra Institución,Primario
109390,2025.0,4.0,2.0,1.0,MSI,Otra Institución,Primario
109390,2025.0,5.0,1.0,0.0,MSI,Otra Institución,Primario
109390,2025.0,6.0,0.0,3.0,MSI,Otra Institución,Primario
109410,2025.0,4.0,,0.0,MSI,Municipal,Primario
109413,2024.0,10.0,,0.0,MSI,Municipal,Primario
109414,2024.0,10.0,,0.0,MSI,Municipal,Primario
109414,2024.0,11.0,,0.0,MSI,Municipal,Primario
109414,2024.0,12.0,,0.0,MSI,Municipal,Primario
109414,2025.0,5.0,1.0,,MSI,Municipal,Primario
109414,2025.0,6.0,,1.0,MSI,Municipal,Primario
109416,2024.0,11.0,,1.0,MSI,Municipal,Primario
109418,2024.0,10.0,,1.0,MSI,Municipal,Primario
109419,2025.0,6.0,,0.0,MSI,Municipal,Primario
109709,2024.0,10.0,,0.0,MSI,Municipal,Primario
109709,2024.0,12.0,,0.0,MSI,Municipal,Primario
109709,2025.0,1.0,0.0,2.0,MSI,Municipal,Primario
109709,2025.0,2.0,0.0,,MSI,Municipal,Primario
109709,2025.0,3.0,1.0,0.0,MSI,Municipal,Primario
109709,2025.0,5.0,0.0,1.0,MSI,Municipal,Primario
109709,2025.0,6.0,,0.0,MSI,Municipal,Primario
109711,2024.0,10.0,,0.0,MSI,Municipal,Primario
109711,2024.0,12.0,,0.0,MSI,Municipal,Primario
109711,2025.0,1.0,,1.0,MSI,Municipal,Primario
109711,2025.0,2.0,0.0,0.0,MSI,Municipal,Primario
109711,2025.0,4.0,1.0,,MSI,Municipal,Primario
109711,2025.0,6.0,0.0,,MSI,Municipal,Primario
109712,2025.0,4.0,,1.0,MSI,Municipal,Primario
109712,2025.0,5.0,,0.0,MSI,Municipal,Primario
109712,2025.0,6.0,1.0,0.0,MSI,Municipal,Primario
109715,2025.0,6.0,,1.0,MSI,Municipal,Primario
109716,2025.0,1.0,,0.0,MSI,Municipal,Primario
109716,2025.0,4.0,0.0,,MSI,Municipal,Primario
109718,2024.0,10.0,,0.0,MSI,Municipal,Primario
109718,2024.0,12.0,,0.0,MSI,Municipal,Primario
109718,2025.0,3.0,,2.0,MSI,Municipal,Primario
109718,2025.0,4.0,0.0,1.0,MSI,Municipal,Primario
109718,2025.0,5.0,,1.0,MSI,Municipal,Primario
109718,2025.0,6.0,0.0,0.0,MSI,Municipal,Primario
110160,2024.0,10.0,,2.0,MSI,Servicio de Salud,Primario
110160,2024.0,11.0,,3.0,MSI,Servicio de Salud,Primario
110160,2024.0,12.0,,2.0,MSI,Servicio de Salud,Primario
110160,2025.0,1.0,0.0,,MSI,Servicio de Salud,Primario
110160,2025.0,2.0,1.0,3.0,MSI,Servicio de Salud,Primario
110160,2025.0,3.0,0.0,3.0,MSI,Servicio de Salud,Primario
110160,2025.0,4.0,2.0,0.0,MSI,Servicio de Salud,Primario
110160,2025.0,5.0,0.0,1.0,MSI,Servicio de Salud,Primario
110160,2025.0,6.0,1.0,0.0,MSI,Servicio de Salud,Primario
110308,2024.0,10.0,,3.0,MSI,Municipal,Primario
110308,2024.0,11.0,,1.0,MSI,Municipal,Primario
110308,2024.0,12.0,,2.0,MSI,Municipal,Primario
110308,2025.0,1.0,6.0,6.0,MSI,Municipal,Primario
110308,2025.0,2.0,2.0,6.0,MSI,Municipal,Primario
110308,2025.0,3.0,1.0,5.0,MSI,Municipal,Primario
110308,2025.0,4.0,6.0,4.0,MSI,Municipal,Primario
110308,2025.0,5.0,3.0,2.0,MSI,Municipal,Primario
110308,2025.0,6.0,3.0,5.0,MSI,Municipal,Primario
110310,2024.0,10.0,,7.0,MSI,Servicio de Salud,Primario
110310,2024.0,11.0,,1.0,MSI,Servicio de Salud,Primario
110310,2024.0,12.0,,3.0,MSI,Servicio de Salud,Primario
110310,2025.0,1.0,,7.0,MSI,Servicio de Salud,Primario
110310,2025.0,2.0,,4.0,MSI,Servicio de Salud,Primario
110310,2025.0,3.0,1.0,9.0,MSI,Servicio de Salud,Primario
110310,2025.0,4.0,1.0,3.0,MSI,Servicio de Salud,Primario
110310,2025.0,5.0,2.0,3.0,MSI,Servicio de Salud,Primario
110310,2025.0,6.0,1.0,12.0,MSI,Servicio de Salud,Primario
110315,2024.0,10.0,,5.0,MSI,Municipal,Primario
110315,2024.0,11.0,,2.0,MSI,Municipal,Primario
110315,2024.0,12.0,,7.0,MSI,Municipal,Primario
110315,2025.0,1.0,2.0,6.0,MSI,Municipal,Primario
110315,2025.0,2.0,2.0,5.0,MSI,Municipal,Primario
110315,2025.0,3.0,2.0,3.0,MSI,Municipal,Primario
110315,2025.0,4.0,3.0,3.0,MSI,Municipal,Primario
110315,2025.0,5.0,1.0,1.0,MSI,Municipal,Primario
110315,2025.0,6.0,5.0,4.0,MSI,Municipal,Primario
110316,2024.0,10.0,,2.0,MSI,Municipal,Primario
110316,2024.0,11.0,,1.0,MSI,Municipal,Primario
110316,2024.0,12.0,,1.0,MSI,Municipal,Primario
110316,2025.0,1.0,,1.0,MSI,Municipal,Primario
110316,2025.0,2.0,1.0,3.0,MSI,Municipal,Primario
110316,2025.0,3.0,,1.0,MSI,Municipal,Primario
110316,2025.0,4.0,2.0,1.0,MSI,Municipal,Primario
110316,2025.0,5.0,0.0,0.0,MSI,Municipal,Primario
110316,2025.0,6.0,2.0,2.0,MSI,Municipal,Primario
110320,2024.0,10.0,,3.0,MSI,Municipal,Primario
110320,2024.0,11.0,,2.0,MSI,Municipal,Primario
110320,2024.0,12.0,,2.0,MSI,Municipal,Primario
110320,2025.0,1.0,1.0,2.0,MSI,Municipal,Primario
110320,2025.0,2.0,2.0,0.0,MSI,Municipal,Primario
110320,2025.0,3.0,1.0,0.0,MSI,Municipal,Primario
110320,2025.0,4.0,2.0,3.0,MSI,Municipal,Primario
110320,2025.0,5.0,,4.0,MSI,Municipal,Primario
110320,2025.0,6.0,,1.0,MSI,Municipal,Primario
110325,2024.0,10.0,,3.0,MSI,Municipal,Primario
110325,2024.0,11.0,,1.0,MSI,Municipal,Primario
110325,2024.0,12.0,,0.0,MSI,Municipal,Primario
110325,2025.0,1.0,0.0,2.0,MSI,Municipal,Primario
110325,2025.0,2.0,1.0,6.0,MSI,Municipal,Primario
110325,2025.0,3.0,,4.0,MSI,Municipal,Primario
110325,2025.0,4.0,,5.0,MSI,Municipal,Primario
110325,2025.0,5.0,1.0,3.0,MSI,Municipal,Primario
110325,2025.0,6.0,2.0,4.0,MSI,Municipal,Primario
110330,2024.0,10.0,,2.0,MSI,Municipal,Primario
110330,2024.0,11.0,,1.0,MSI,Municipal,Primario
110330,2024.0,12.0,,1.0,MSI,Municipal,Primario
110330,2025.0,1.0,,3.0,MSI,Municipal,Primario
110330,2025.0,2.0,2.0,2.0,MSI,Municipal,Primario
110330,2025.0,3.0,1.0,2.0,MSI,Municipal,Primario
110330,2025.0,4.0,3.0,3.0,MSI,Municipal,Primario
110330,2025.0,5.0,1.0,2.0,MSI,Municipal,Primario
110330,2025.0,6.0,4.0,1.0,MSI,Municipal,Primario
110331,2024.0,10.0,,12.0,MSI,Municipal,Primario
110331,2024.0,11.0,,3.0,MSI,Municipal,Primario
110331,2024.0,12.0,,0.0,MSI,Municipal,Primario
110331,2025.0,1.0,5.0,1.0,MSI,Municipal,Primario
110331,2025.0,2.0,5.0,4.0,MSI,Municipal,Primario
110331,2025.0,3.0,2.0,1.0,MSI,Municipal,Primario
110331,2025.0,4.0,0.0,3.0,MSI,Municipal,Primario
110331,2025.0,5.0,3.0,5.0,MSI,Municipal,Primario
110331,2025.0,6.0,1.0,1.0,MSI,Municipal,Primario
110335,2024.0,10.0,,1.0,MSI,Municipal,Primario
110335,2024.0,11.0,,3.0,MSI,Municipal,Primario
110335,2024.0,12.0,,1.0,MSI,Municipal,Primario
110335,2025.0,1.0,3.0,4.0,MSI,Municipal,Primario
110335,2025.0,2.0,1.0,0.0,MSI,Municipal,Primario
110335,2025.0,3.0,1.0,9.0,MSI,Municipal,Primario
110335,2025.0,4.0,4.0,4.0,MSI,Municipal,Primario
110335,2025.0,5.0,2.0,5.0,MSI,Municipal,Primario
110335,2025.0,6.0,6.0,3.0,MSI,Municipal,Primario
110340,2024.0,10.0,,2.0,MSI,Municipal,Primario
110340,2024.0,12.0,,1.0,MSI,Municipal,Primario
110340,2025.0,1.0,,0.0,MSI,Municipal,Primario
110340,2025.0,2.0,0.0,1.0,MSI,Municipal,Primario
110340,2025.0,3.0,2.0,3.0,MSI,Municipal,Primario
110340,2025.0,4.0,,3.0,MSI,Municipal,Primario
110340,2025.0,5.0,2.0,1.0,MSI,Municipal,Primario
110340,2025.0,6.0,1.0,2.0,MSI,Municipal,Primario
110345,2024.0,10.0,,4.0,MSI,Municipal,Primario
110345,2024.0,11.0,,3.0,MSI,Municipal,Primario
110345,2024.0,12.0,,2.0,MSI,Municipal,Primario
110345,2025.0,1.0,2.0,1.0,MSI,Municipal,Primario
110345,2025.0,2.0,,3.0,MSI,Municipal,Primario
110345,2025.0,3.0,3.0,2.0,MSI,Municipal,Primario
110345,2025.0,4.0,2.0,3.0,MSI,Municipal,Primario
110345,2025.0,5.0,,0.0,MSI,Municipal,Primario
110345,2025.0,6.0,1.0,0.0,MSI,Municipal,Primario
110350,2024.0,10.0,,5.0,MSI,Municipal,Primario
110350,2024.0,11.0,,3.0,MSI,Municipal,Primario
110350,2024.0,12.0,,3.0,MSI,Municipal,Primario
110350,2025.0,1.0,3.0,1.0,MSI,Municipal,Primario
110350,2025.0,2.0,2.0,1.0,MSI,Municipal,Primario
110350,2025.0,3.0,1.0,1.0,MSI,Municipal,Primario
110350,2025.0,4.0,5.0,1.0,MSI,Municipal,Primario
110350,2025.0,5.0,,3.0,MSI,Municipal,Primario
110350,2025.0,6.0,2.0,5.0,MSI,Municipal,Primario
110351,2024.0,10.0,,1.0,MSI,Municipal,Primario
110351,2024.0,11.0,,0.0,MSI,Municipal,Primario
110351,2024.0,12.0,,5.0,MSI,Municipal,Primario
110351,2025.0,1.0,1.0,5.0,MSI,Municipal,Primario
110351,2025.0,2.0,1.0,2.0,MSI,Municipal,Primario
110351,2025.0,3.0,2.0,0.0,MSI,Municipal,Primario
110351,2025.0,4.0,3.0,1.0,MSI,Municipal,Primario
110351,2025.0,5.0,,2.0,MSI,Municipal,Primario
110351,2025.0,6.0,5.0,2.0,MSI,Municipal,Primario
110352,2024.0,10.0,,8.0,MSI,Municipal,Primario
110352,2024.0,11.0,,2.0,MSI,Municipal,Primario
110352,2024.0,12.0,,1.0,MSI,Municipal,Primario
110352,2025.0,1.0,9.0,5.0,MSI,Municipal,Primario
110352,2025.0,2.0,2.0,2.0,MSI,Municipal,Primario
110352,2025.0,3.0,,1.0,MSI,Municipal,Primario
110352,2025.0,4.0,3.0,8.0,MSI,Municipal,Primario
110352,2025.0,5.0,7.0,4.0,MSI,Municipal,Primario
110352,2025.0,6.0,3.0,2.0,MSI,Municipal,Primario
110353,2024.0,10.0,,1.0,MSI,Municipal,Primario
110353,2024.0,11.0,,1.0,MSI,Municipal,Primario
110353,2024.0,12.0,,2.0,MSI,Municipal,Primario
110353,2025.0,1.0,1.0,1.0,MSI,Municipal,Primario
110353,2025.0,2.0,,4.0,MSI,Municipal,Primario
110353,2025.0,3.0,,6.0,MSI,Municipal,Primario
110353,2025.0,4.0,3.0,2.0,MSI,Municipal,Primario
110353,2025.0,5.0,1.0,0.0,MSI,Municipal,Primario
110353,2025.0,6.0,,3.0,MSI,Municipal,Primario
110354,2024.0,10.0,,1.0,MSI,Municipal,Primario
110354,2024.0,11.0,,1.0,MSI,Municipal,Primario
110354,2024.0,12.0,,1.0,MSI,Municipal,Primario
110354,2025.0,1.0,0.0,0.0,MSI,Municipal,Primario
110354,2025.0,2.0,0.0,0.0,MSI,Municipal,Primario
110354,2025.0,3.0,,1.0,MSI,Municipal,Primario
110354,2025.0,4.0,1.0,0.0,MSI,Municipal,Primario
110354,2025.0,6.0,1.0,0.0,MSI,Municipal,Primario
110355,2024.0,10.0,,3.0,MSI,Municipal,Primario
110355,2024.0,11.0,,9.0,MSI,Municipal,Primario
110355,2024.0,12.0,,6.0,MSI,Municipal,Primario
110355,2025.0,1.0,4.0,6.0,MSI,Municipal,Primario
110355,2025.0,2.0,6.0,5.0,MSI,Municipal,Primario
110355,2025.0,3.0,3.0,3.0,MSI,Municipal,Primario
110355,2025.0,5.0,4.0,6.0,MSI,Municipal,Primario
110355,2025.0,6.0,3.0,6.0,MSI,Municipal,Primario
110360,2024.0,11.0,,3.0,MSI,Municipal,Primario
110360,2024.0,12.0,,4.0,MSI,Municipal,Primario
110360,2025.0,1.0,2.0,5.0,MSI,Municipal,Primario
110360,2025.0,2.0,3.0,3.0,MSI,Municipal,Primario
110360,2025.0,3.0,,2.0,MSI,Municipal,Primario
110360,2025.0,4.0,2.0,3.0,MSI,Municipal,Primario
110360,2025.0,5.0,4.0,3.0,MSI,Municipal,Primario
110360,2025.0,6.0,0.0,2.0,MSI,Municipal,Primario
110361,2024.0,10.0,,0.0,MSI,Municipal,Primario
110361,2024.0,11.0,,0.0,MSI,Municipal,Primario
110361,2024.0,12.0,,0.0,MSI,Municipal,Primario
110361,2025.0,1.0,,2.0,MSI,Municipal,Primario
110361,2025.0,2.0,1.0,4.0,MSI,Municipal,Primario
110361,2025.0,3.0,0.0,1.0,MSI,Municipal,Primario
110361,2025.0,4.0,1.0,3.0,MSI,Municipal,Primario
110361,2025.0,5.0,5.0,6.0,MSI,Municipal,Primario
110361,2025.0,6.0,4.0,5.0,MSI,Municipal,Primario
110362,2024.0,10.0,,1.0,MSI,Municipal,Primario
110362,2024.0,12.0,,0.0,MSI,Municipal,Primario
110362,2025.0,1.0,1.0,1.0,MSI,Municipal,Primario
110362,2025.0,3.0,,2.0,MSI,Municipal,Primario
110362,2025.0,4.0,1.0,2.0,MSI,Municipal,Primario
110362,2025.0,5.0,0.0,1.0,MSI,Municipal,Primario
110362,2025.0,6.0,3.0,1.0,MSI,Municipal,Primario
110364,2024.0,10.0,,2.0,MSI,Municipal,Primario
110364,2024.0,11.0,,1.0,MSI,Municipal,Primario
110364,2024.0,12.0,,0.0,MSI,Municipal,Primario
110364,2025.0,1.0,2.0,5.0,MSI,Municipal,Primario
110364,2025.0,3.0,0.0,1.0,MSI,Municipal,Primario
110364,2025.0,4.0,3.0,3.0,MSI,Municipal,Primario
110364,2025.0,5.0,,2.0,MSI,Municipal,Primario
110364,2025.0,6.0,1.0,2.0,MSI,Municipal,Primario
110366,2024.0,10.0,,13.0,MSI,Municipal,Primario
110366,2024.0,11.0,,6.0,MSI,Municipal,Primario
110366,2024.0,12.0,,3.0,MSI,Municipal,Primario
110366,2025.0,1.0,6.0,4.0,MSI,Municipal,Primario
110366,2025.0,2.0,8.0,5.0,MSI,Municipal,Primario
110366,2025.0,3.0,1.0,8.0,MSI,Municipal,Primario
110366,2025.0,4.0,0.0,8.0,MSI,Municipal,Primario
110366,2025.0,5.0,5.0,6.0,MSI,Municipal,Primario
110366,2025.0,6.0,2.0,5.0,MSI,Municipal,Primario
110369,2024.0,10.0,,2.0,MSI,Municipal,Primario
110369,2024.0,11.0,,5.0,MSI,Municipal,Primario
110369,2024.0,12.0,,6.0,MSI,Municipal,Primario
110369,2025.0,1.0,3.0,8.0,MSI,Municipal,Primario
110369,2025.0,2.0,2.0,4.0,MSI,Municipal,Primario
110369,2025.0,3.0,4.0,6.0,MSI,Municipal,Primario
110369,2025.0,4.0,4.0,3.0,MSI,Municipal,Primario
110369,2025.0,5.0,5.0,7.0,MSI,Municipal,Primario
110369,2025.0,6.0,9.0,2.0,MSI,Municipal,Primario
110370,2024.0,10.0,,1.0,MSI,Municipal,Primario
